rl-secondary-1  | 2025-12-07 20:39:52,605 | INFO | [31m[1mWARNING: This is a development server. Do not use it in a production deployment. Use a production WSGI server instead.[0m
rl-secondary-1  | 2025-12-07 20:54:33,847 | INFO | 192.168.65.1 - - [07/Dec/2025 20:54:33] "GET /messages HTTP/1.1" 200 -
rl-secondary-1  | 2025-12-07 20:54:33,862 | INFO | Replicated seq=63 msg=delay_ord_1765140873858_1 (pos=62)
rl-secondary-1  | 2025-12-07 20:54:33,862 | INFO | 172.18.0.4 - - [07/Dec/2025 20:54:33] "POST /replicate HTTP/1.1" 200 -
rl-secondary-1  | 2025-12-07 20:54:33,981 | INFO | Replicated seq=64 msg=delay_ord_1765140873858_2 (pos=63)
rl-secondary-1  | 2025-12-07 20:54:33,981 | INFO | 172.18.0.4 - - [07/Dec/2025 20:54:33] "POST /replicate HTTP/1.1" 200 -
rl-secondary-1  | 2025-12-07 20:54:34,098 | INFO | Replicated seq=65 msg=delay_ord_1765140873858_3 (pos=64)
rl-secondary-1  | 2025-12-07 20:54:34,098 | INFO | 172.18.0.4 - - [07/Dec/2025 20:54:34] "POST /replicate HTTP/1.1" 200 -
rl-secondary-1  | 2025-12-07 20:54:38,219 | INFO | 192.168.65.1 - - [07/Dec/2025 20:54:38] "GET /messages HTTP/1.1" 200 -
rl-secondary-1  | 2025-12-07 20:54:38,232 | INFO | Replicated seq=66 msg=mixed_1765140878229_1 (pos=65)
rl-secondary-1  | 2025-12-07 20:54:38,232 | INFO | 172.18.0.4 - - [07/Dec/2025 20:54:38] "POST /replicate HTTP/1.1" 200 -
rl-secondary-1  | 2025-12-07 20:54:38,445 | INFO | Replicated seq=67 msg=mixed_1765140878229_2 (pos=66)
rl-secondary-1  | 2025-12-07 20:54:38,445 | INFO | 172.18.0.4 - - [07/Dec/2025 20:54:38] "POST /replicate HTTP/1.1" 200 -
rl-secondary-1  | 2025-12-07 20:54:38,662 | INFO | Replicated seq=68 msg=mixed_1765140878229_3 (pos=67)
rl-secondary-1  | 2025-12-07 20:54:38,662 | INFO | 172.18.0.4 - - [07/Dec/2025 20:54:38] "POST /replicate HTTP/1.1" 200 -
rl-secondary-1  | 2025-12-07 20:54:40,388 | INFO | Replicated seq=69 msg=mixed_1765140878229_4 (pos=68)
rl-secondary-1  | 2025-12-07 20:54:40,388 | INFO | 172.18.0.4 - - [07/Dec/2025 20:54:40] "POST /replicate HTTP/1.1" 200 -
rl-secondary-1  | 2025-12-07 20:54:44,603 | INFO | 192.168.65.1 - - [07/Dec/2025 20:54:44] "GET /messages HTTP/1.1" 200 -
rl-secondary-1  | 2025-12-07 20:54:44,617 | INFO | Replicated seq=70 msg=ooo_1765140884614_1 (pos=69)
rl-secondary-1  | 2025-12-07 20:54:44,618 | INFO | 172.18.0.4 - - [07/Dec/2025 20:54:44] "POST /replicate HTTP/1.1" 200 -
rl-secondary-1  | 2025-12-07 20:54:44,729 | INFO | Replicated seq=71 msg=ooo_1765140884614_2 (pos=70)
rl-secondary-1  | 2025-12-07 20:54:44,731 | INFO | 172.18.0.4 - - [07/Dec/2025 20:54:44] "POST /replicate HTTP/1.1" 200 -
rl-secondary-1  | 2025-12-07 20:54:44,851 | INFO | Replicated seq=72 msg=ooo_1765140884614_3 (pos=71)
rl-secondary-1  | 2025-12-07 20:54:44,851 | INFO | 172.18.0.4 - - [07/Dec/2025 20:54:44] "POST /replicate HTTP/1.1" 200 -
rl-secondary-1  | 2025-12-07 20:54:48,970 | INFO | 192.168.65.1 - - [07/Dec/2025 20:54:48] "GET /messages HTTP/1.1" 200 -
rl-secondary-1  | 2025-12-07 20:54:52,275 | INFO | Replicated seq=73 msg=need_two_1765140892266 (pos=72)
rl-secondary-1  | 2025-12-07 20:54:52,276 | INFO | 172.18.0.4 - - [07/Dec/2025 20:54:52] "POST /replicate HTTP/1.1" 200 -
rl-secondary-1  | 2025-12-07 20:54:57,752 | INFO | Replicated seq=74 msg=available_1765140897741 (pos=73)
rl-secondary-1  | 2025-12-07 20:54:57,753 | INFO | 172.18.0.4 - - [07/Dec/2025 20:54:57] "POST /replicate HTTP/1.1" 200 -
rl-secondary-1  | 2025-12-07 20:54:59,952 | INFO | Replicated seq=75 msg=timing_w1_1765140899941 (pos=74)
rl-secondary-1  | 2025-12-07 20:54:59,952 | INFO | 172.18.0.4 - - [07/Dec/2025 20:54:59] "POST /replicate HTTP/1.1" 200 -
rl-secondary-1  | 2025-12-07 20:54:59,961 | INFO | Replicated seq=76 msg=timing_w2_1765140899955 (pos=75)
rl-secondary-1  | 2025-12-07 20:54:59,961 | INFO | 172.18.0.4 - - [07/Dec/2025 20:54:59] "POST /replicate HTTP/1.1" 200 -
rl-secondary-1  | 2025-12-07 20:54:59,977 | INFO | Replicated seq=77 msg=concurrent_1765140899966_1 (pos=76)
rl-secondary-1  | 2025-12-07 20:54:59,977 | INFO | 172.18.0.4 - - [07/Dec/2025 20:54:59] "POST /replicate HTTP/1.1" 200 -
rl-secondary-1  | 2025-12-07 20:54:59,980 | INFO | Replicated seq=78 msg=concurrent_1765140899966_2 (pos=77)
rl-secondary-1  | 2025-12-07 20:54:59,981 | INFO | 172.18.0.4 - - [07/Dec/2025 20:54:59] "POST /replicate HTTP/1.1" 200 -
rl-secondary-1  | 2025-12-07 20:54:59,984 | INFO | Replicated seq=79 msg=concurrent_1765140899966_0 (pos=78)
rl-secondary-1  | 2025-12-07 20:54:59,985 | INFO | 172.18.0.4 - - [07/Dec/2025 20:54:59] "POST /replicate HTTP/1.1" 200 -
rl-secondary-1  | 2025-12-07 20:54:59,987 | INFO | Replicated seq=83 msg=concurrent_1765140899966_8 (pos=79)
rl-secondary-1  | 2025-12-07 20:54:59,987 | INFO | 172.18.0.4 - - [07/Dec/2025 20:54:59] "POST /replicate HTTP/1.1" 200 -
rl-secondary-1  | 2025-12-07 20:54:59,988 | INFO | Replicated seq=84 msg=concurrent_1765140899966_6 (pos=80)
rl-secondary-1  | 2025-12-07 20:54:59,988 | INFO | 172.18.0.4 - - [07/Dec/2025 20:54:59] "POST /replicate HTTP/1.1" 200 -
rl-secondary-1  | 2025-12-07 20:54:59,988 | INFO | Replicated seq=86 msg=concurrent_1765140899966_9 (pos=81)
rl-secondary-1  | 2025-12-07 20:54:59,989 | INFO | 172.18.0.4 - - [07/Dec/2025 20:54:59] "POST /replicate HTTP/1.1" 200 -
rl-secondary-1  | 2025-12-07 20:54:59,990 | INFO | Replicated seq=80 msg=concurrent_1765140899966_3 (pos=79)
rl-secondary-1  | 2025-12-07 20:54:59,990 | INFO | 172.18.0.4 - - [07/Dec/2025 20:54:59] "POST /replicate HTTP/1.1" 200 -
rl-secondary-1  | 2025-12-07 20:54:59,992 | INFO | Replicated seq=81 msg=concurrent_1765140899966_4 (pos=80)
rl-secondary-1  | 2025-12-07 20:54:59,992 | INFO | 172.18.0.4 - - [07/Dec/2025 20:54:59] "POST /replicate HTTP/1.1" 200 -
rl-secondary-1  | 2025-12-07 20:54:59,993 | INFO | Replicated seq=82 msg=concurrent_1765140899966_5 (pos=81)
rl-secondary-1  | 2025-12-07 20:54:59,994 | INFO | 172.18.0.4 - - [07/Dec/2025 20:54:59] "POST /replicate HTTP/1.1" 200 -
rl-secondary-1  | 2025-12-07 20:54:59,994 | INFO | Replicated seq=85 msg=concurrent_1765140899966_7 (pos=84)
rl-secondary-1  | 2025-12-07 20:54:59,994 | INFO | 172.18.0.4 - - [07/Dec/2025 20:54:59] "POST /replicate HTTP/1.1" 200 -
rl-secondary-1  | 2025-12-07 20:55:04,018 | INFO | 192.168.65.1 - - [07/Dec/2025 20:55:04] "GET /messages HTTP/1.1" 200 -
rl-secondary-1  | 2025-12-07 20:55:25,784 | INFO | Replicated seq=87 msg=w1_test (pos=86)
rl-secondary-1  | 2025-12-07 20:55:25,784 | INFO | 172.18.0.4 - - [07/Dec/2025 20:55:25] "POST /replicate HTTP/1.1" 200 -
rl-secondary-1  | 2025-12-07 20:55:25,788 | INFO | Replicated seq=88 msg=w2_test (pos=87)
rl-secondary-1  | 2025-12-07 20:55:25,788 | INFO | 172.18.0.4 - - [07/Dec/2025 20:55:25] "POST /replicate HTTP/1.1" 200 -
rl-secondary-1  | 2025-12-07 20:55:25,794 | INFO | Replicated seq=89 msg=eventual_test_1765140925791 (pos=88)
rl-secondary-1  | 2025-12-07 20:55:25,794 | INFO | 172.18.0.4 - - [07/Dec/2025 20:55:25] "POST /replicate HTTP/1.1" 200 -
rl-secondary-1  | 2025-12-07 20:55:25,798 | INFO | 192.168.65.1 - - [07/Dec/2025 20:55:25] "GET /health HTTP/1.1" 200 -
rl-secondary-1  | 2025-12-07 20:55:25,801 | INFO | 192.168.65.1 - - [07/Dec/2025 20:55:25] "GET /messages HTTP/1.1" 200 -
rl-secondary-1  | 2025-12-07 20:55:27,817 | INFO | 192.168.65.1 - - [07/Dec/2025 20:55:27] "GET /messages HTTP/1.1" 200 -
rl-secondary-1  | 2025-12-07 21:20:24,963 | INFO | 192.168.65.1 - - [07/Dec/2025 21:20:24] "GET /health HTTP/1.1" 200 -
rl-secondary-1  | 2025-12-07 21:20:24,992 | INFO | 192.168.65.1 - - [07/Dec/2025 21:20:24] "GET /messages HTTP/1.1" 200 -
rl-secondary-1  | 2025-12-07 21:20:26,031 | INFO | Replicated seq=90 msg=default_w (pos=89)
rl-secondary-1  | 2025-12-07 21:20:26,031 | INFO | 172.18.0.4 - - [07/Dec/2025 21:20:26] "POST /replicate HTTP/1.1" 200 -
rl-secondary-1  | 2025-12-07 21:20:27,589 | INFO | 192.168.65.1 - - [07/Dec/2025 21:20:27] "GET /messages HTTP/1.1" 200 -
rl-secondary-1  | 2025-12-07 21:20:27,619 | INFO | Replicated seq=91 msg=w1_test (pos=90)
rl-secondary-1  | 2025-12-07 21:20:27,620 | INFO | 172.18.0.4 - - [07/Dec/2025 21:20:27] "POST /replicate HTTP/1.1" 200 -
rl-secondary-1  | 2025-12-07 21:20:27,715 | INFO | 192.168.65.1 - - [07/Dec/2025 21:20:27] "GET /messages HTTP/1.1" 200 -
rl-secondary-1  | 2025-12-07 21:20:30,753 | INFO | 192.168.65.1 - - [07/Dec/2025 21:20:30] "GET /messages HTTP/1.1" 200 -
rl-secondary-1  | 2025-12-07 21:20:30,777 | INFO | Replicated seq=92 msg=w2_test (pos=91)
rl-secondary-1  | 2025-12-07 21:20:30,777 | INFO | 172.18.0.4 - - [07/Dec/2025 21:20:30] "POST /replicate HTTP/1.1" 200 -
rl-secondary-1  | 2025-12-07 21:20:30,864 | INFO | Replicated seq=93 msg=e1 (pos=92)
rl-secondary-1  | 2025-12-07 21:20:30,864 | INFO | 172.18.0.4 - - [07/Dec/2025 21:20:30] "POST /replicate HTTP/1.1" 200 -
rl-secondary-1  | 2025-12-07 21:20:30,873 | INFO | Replicated seq=94 msg=e2 (pos=93)
rl-secondary-1  | 2025-12-07 21:20:30,873 | INFO | 172.18.0.4 - - [07/Dec/2025 21:20:30] "POST /replicate HTTP/1.1" 200 -
rl-secondary-1  | 2025-12-07 21:20:30,883 | INFO | Replicated seq=95 msg=e3 (pos=94)
rl-secondary-1  | 2025-12-07 21:20:30,883 | INFO | 172.18.0.4 - - [07/Dec/2025 21:20:30] "POST /replicate HTTP/1.1" 200 -
rl-secondary-1  | 2025-12-07 21:20:31,424 | INFO | 192.168.65.1 - - [07/Dec/2025 21:20:31] "GET /messages HTTP/1.1" 200 -
rl-secondary-1  | 2025-12-07 21:20:34,475 | INFO | 192.168.65.1 - - [07/Dec/2025 21:20:34] "GET /messages HTTP/1.1" 200 -
rl-secondary-1  | 2025-12-07 21:20:34,500 | INFO | Replicated seq=96 msg=mix1 (pos=95)
rl-secondary-1  | 2025-12-07 21:20:34,501 | INFO | 172.18.0.4 - - [07/Dec/2025 21:20:34] "POST /replicate HTTP/1.1" 200 -
rl-secondary-1  | 2025-12-07 21:20:34,834 | INFO | Replicated seq=97 msg=mix2 (pos=96)
rl-secondary-1  | 2025-12-07 21:20:34,834 | INFO | 172.18.0.4 - - [07/Dec/2025 21:20:34] "POST /replicate HTTP/1.1" 200 -
rl-secondary-1  | 2025-12-07 21:20:35,172 | INFO | Replicated seq=98 msg=mix3 (pos=97)
rl-secondary-1  | 2025-12-07 21:20:35,172 | INFO | 172.18.0.4 - - [07/Dec/2025 21:20:35] "POST /replicate HTTP/1.1" 200 -
rl-secondary-1  | 2025-12-07 21:20:40,726 | INFO | 192.168.65.1 - - [07/Dec/2025 21:20:40] "GET /messages HTTP/1.1" 200 -
rl-secondary-1  | 2025-12-07 21:20:40,754 | INFO | Replicated seq=99 msg=dup_test (pos=98)
rl-secondary-1  | 2025-12-07 21:20:40,754 | INFO | 172.18.0.4 - - [07/Dec/2025 21:20:40] "POST /replicate HTTP/1.1" 200 -
rl-secondary-1  | 2025-12-07 21:20:42,290 | INFO | 192.168.65.1 - - [07/Dec/2025 21:20:42] "GET /messages HTTP/1.1" 200 -
rl-secondary-1  | 2025-12-07 21:20:42,311 | INFO | Replicated seq=100 msg=ord1 (pos=99)
rl-secondary-1  | 2025-12-07 21:20:42,311 | INFO | 172.18.0.4 - - [07/Dec/2025 21:20:42] "POST /replicate HTTP/1.1" 200 -
rl-secondary-1  | 2025-12-07 21:20:42,541 | INFO | Replicated seq=101 msg=ord2 (pos=100)
rl-secondary-1  | 2025-12-07 21:20:42,542 | INFO | 172.18.0.4 - - [07/Dec/2025 21:20:42] "POST /replicate HTTP/1.1" 200 -
rl-secondary-1  | 2025-12-07 21:20:44,288 | INFO | Replicated seq=102 msg=ord3 (pos=101)
rl-secondary-1  | 2025-12-07 21:20:44,288 | INFO | 172.18.0.4 - - [07/Dec/2025 21:20:44] "POST /replicate HTTP/1.1" 200 -
rl-secondary-1  | 2025-12-07 21:20:44,525 | INFO | Replicated seq=103 msg=ord4 (pos=102)
rl-secondary-1  | 2025-12-07 21:20:44,525 | INFO | 172.18.0.4 - - [07/Dec/2025 21:20:44] "POST /replicate HTTP/1.1" 200 -
rl-secondary-1  | 2025-12-07 21:20:44,760 | INFO | Replicated seq=104 msg=ord5 (pos=103)
rl-secondary-1  | 2025-12-07 21:20:44,761 | INFO | 172.18.0.4 - - [07/Dec/2025 21:20:44] "POST /replicate HTTP/1.1" 200 -
rl-secondary-1  | 2025-12-07 21:20:51,317 | INFO | 192.168.65.1 - - [07/Dec/2025 21:20:51] "GET /messages HTTP/1.1" 200 -
rl-secondary-1  | 2025-12-07 21:20:51,376 | INFO | Replicated seq=105 msg=w1_timing_verify (pos=104)
rl-secondary-1  | 2025-12-07 21:20:51,377 | INFO | 172.18.0.4 - - [07/Dec/2025 21:20:51] "POST /replicate HTTP/1.1" 200 -
rl-secondary-1  | 2025-12-07 21:20:51,398 | INFO | Replicated seq=106 msg=w2_timing_verify (pos=105)
rl-secondary-1  | 2025-12-07 21:20:51,399 | INFO | 172.18.0.4 - - [07/Dec/2025 21:20:51] "POST /replicate HTTP/1.1" 200 -
rl-secondary-1  | 2025-12-07 21:20:52,052 | INFO | Replicated seq=107 msg=default_w_1765142452041 (pos=106)
rl-secondary-1  | 2025-12-07 21:20:52,052 | INFO | 172.18.0.4 - - [07/Dec/2025 21:20:52] "POST /replicate HTTP/1.1" 200 -
rl-secondary-1  | 2025-12-07 21:20:54,572 | INFO | 192.168.65.1 - - [07/Dec/2025 21:20:54] "GET /messages HTTP/1.1" 200 -
rl-secondary-1  | 2025-12-07 21:20:54,584 | INFO | Replicated seq=108 msg=w1_fast_1765142454578 (pos=107)
rl-secondary-1  | 2025-12-07 21:20:54,585 | INFO | 172.18.0.4 - - [07/Dec/2025 21:20:54] "POST /replicate HTTP/1.1" 200 -
rl-secondary-1  | 2025-12-07 21:20:54,594 | INFO | Replicated seq=109 msg=w2_1765142454589 (pos=108)
rl-secondary-1  | 2025-12-07 21:20:54,594 | INFO | 172.18.0.4 - - [07/Dec/2025 21:20:54] "POST /replicate HTTP/1.1" 200 -
rl-secondary-1  | 2025-12-07 21:20:54,602 | INFO | Replicated seq=110 msg=w3_1765142454597 (pos=109)
rl-secondary-1  | 2025-12-07 21:20:54,602 | INFO | 172.18.0.4 - - [07/Dec/2025 21:20:54] "POST /replicate HTTP/1.1" 200 -
rl-secondary-1  | 2025-12-07 21:20:56,121 | INFO | Replicated seq=111 msg=w_max_1765142456112 (pos=110)
rl-secondary-1  | 2025-12-07 21:20:56,121 | INFO | 172.18.0.4 - - [07/Dec/2025 21:20:56] "POST /replicate HTTP/1.1" 200 -
rl-secondary-1  | 2025-12-07 21:20:59,648 | INFO | 192.168.65.1 - - [07/Dec/2025 21:20:59] "GET /messages HTTP/1.1" 200 -
rl-secondary-1  | 2025-12-07 21:20:59,662 | INFO | Replicated seq=112 msg=w1_no_acks_1765142459655 (pos=111)
rl-secondary-1  | 2025-12-07 21:20:59,662 | INFO | 172.18.0.4 - - [07/Dec/2025 21:20:59] "POST /replicate HTTP/1.1" 200 -
rl-secondary-1  | 2025-12-07 21:20:59,670 | INFO | Replicated seq=113 msg=w2_one_ack_1765142459666 (pos=112)
rl-secondary-1  | 2025-12-07 21:20:59,670 | INFO | 172.18.0.4 - - [07/Dec/2025 21:20:59] "POST /replicate HTTP/1.1" 200 -
rl-secondary-1  | 2025-12-07 21:20:59,678 | INFO | Replicated seq=114 msg=ev1_1765142459673_0 (pos=113)
rl-secondary-1  | 2025-12-07 21:20:59,678 | INFO | 172.18.0.4 - - [07/Dec/2025 21:20:59] "POST /replicate HTTP/1.1" 200 -
rl-secondary-1  | 2025-12-07 21:20:59,804 | INFO | Replicated seq=115 msg=ev1_1765142459673_1 (pos=114)
rl-secondary-1  | 2025-12-07 21:20:59,804 | INFO | 172.18.0.4 - - [07/Dec/2025 21:20:59] "POST /replicate HTTP/1.1" 200 -
rl-secondary-1  | 2025-12-07 21:20:59,922 | INFO | Replicated seq=116 msg=ev1_1765142459673_2 (pos=115)
rl-secondary-1  | 2025-12-07 21:20:59,922 | INFO | 172.18.0.4 - - [07/Dec/2025 21:20:59] "POST /replicate HTTP/1.1" 200 -
rl-secondary-1  | 2025-12-07 21:21:00,536 | INFO | 192.168.65.1 - - [07/Dec/2025 21:21:00] "GET /messages HTTP/1.1" 200 -
rl-secondary-1  | 2025-12-07 21:21:04,564 | INFO | 192.168.65.1 - - [07/Dec/2025 21:21:04] "GET /messages HTTP/1.1" 200 -
rl-secondary-1  | 2025-12-07 21:21:04,581 | INFO | Replicated seq=117 msg=mix_1765142464574_1 (pos=116)
rl-secondary-1  | 2025-12-07 21:21:04,581 | INFO | 172.18.0.4 - - [07/Dec/2025 21:21:04] "POST /replicate HTTP/1.1" 200 -
rl-secondary-1  | 2025-12-07 21:21:04,896 | INFO | Replicated seq=118 msg=mix_1765142464574_2 (pos=117)
rl-secondary-1  | 2025-12-07 21:21:04,897 | INFO | 172.18.0.4 - - [07/Dec/2025 21:21:04] "POST /replicate HTTP/1.1" 200 -
rl-secondary-1  | 2025-12-07 21:21:05,217 | INFO | Replicated seq=119 msg=mix_1765142464574_3 (pos=118)
rl-secondary-1  | 2025-12-07 21:21:05,217 | INFO | 172.18.0.4 - - [07/Dec/2025 21:21:05] "POST /replicate HTTP/1.1" 200 -
rl-secondary-1  | 2025-12-07 21:21:10,751 | INFO | 192.168.65.1 - - [07/Dec/2025 21:21:10] "GET /messages HTTP/1.1" 200 -
rl-secondary-1  | 2025-12-07 21:21:10,767 | INFO | Replicated seq=120 msg=temp_diff_1765142470760 (pos=119)
rl-secondary-1  | 2025-12-07 21:21:10,768 | INFO | 172.18.0.4 - - [07/Dec/2025 21:21:10] "POST /replicate HTTP/1.1" 200 -
rl-secondary-1  | 2025-12-07 21:21:10,773 | INFO | 192.168.65.1 - - [07/Dec/2025 21:21:10] "GET /messages HTTP/1.1" 200 -
rl-secondary-1  | 2025-12-07 21:21:14,790 | INFO | 192.168.65.1 - - [07/Dec/2025 21:21:14] "GET /messages HTTP/1.1" 200 -
rl-secondary-1  | 2025-12-07 21:21:14,801 | INFO | Replicated seq=121 msg=delayed_1765142474796_0 (pos=120)
rl-secondary-1  | 2025-12-07 21:21:14,801 | INFO | 172.18.0.4 - - [07/Dec/2025 21:21:14] "POST /replicate HTTP/1.1" 200 -
rl-secondary-1  | 2025-12-07 21:21:14,917 | INFO | Replicated seq=122 msg=delayed_1765142474796_1 (pos=121)
rl-secondary-1  | 2025-12-07 21:21:14,918 | INFO | 172.18.0.4 - - [07/Dec/2025 21:21:14] "POST /replicate HTTP/1.1" 200 -
rl-secondary-1  | 2025-12-07 21:21:15,036 | INFO | Replicated seq=123 msg=delayed_1765142474796_2 (pos=122)
rl-secondary-1  | 2025-12-07 21:21:15,036 | INFO | 172.18.0.4 - - [07/Dec/2025 21:21:15] "POST /replicate HTTP/1.1" 200 -
rl-secondary-1  | 2025-12-07 21:21:19,161 | INFO | 192.168.65.1 - - [07/Dec/2025 21:21:19] "GET /messages HTTP/1.1" 200 -
rl-secondary-1  | 2025-12-07 21:21:19,172 | INFO | Replicated seq=124 msg=dedup_test_1765142479167 (pos=123)
rl-secondary-1  | 2025-12-07 21:21:19,172 | INFO | 172.18.0.4 - - [07/Dec/2025 21:21:19] "POST /replicate HTTP/1.1" 200 -
rl-secondary-1  | 2025-12-07 21:21:21,687 | INFO | 192.168.65.1 - - [07/Dec/2025 21:21:21] "GET /messages HTTP/1.1" 200 -
rl-secondary-1  | 2025-12-07 21:21:21,701 | INFO | Replicated seq=981698 msg=test_dedup_981698 (pos=129)
rl-secondary-1  | 2025-12-07 21:21:21,701 | INFO | 192.168.65.1 - - [07/Dec/2025 21:21:21] "POST /replicate HTTP/1.1" 200 -
rl-secondary-1  | 2025-12-07 21:21:21,705 | INFO | 192.168.65.1 - - [07/Dec/2025 21:21:21] "GET /messages HTTP/1.1" 200 -
rl-secondary-1  | 2025-12-07 21:21:21,709 | INFO | Duplicate seq 981698 detected, skipping replication
rl-secondary-1  | 2025-12-07 21:21:21,709 | INFO | 192.168.65.1 - - [07/Dec/2025 21:21:21] "POST /replicate HTTP/1.1" 200 -
rl-secondary-1  | 2025-12-07 21:21:21,714 | INFO | 192.168.65.1 - - [07/Dec/2025 21:21:21] "GET /messages HTTP/1.1" 200 -
rl-secondary-1  | 2025-12-07 21:21:21,719 | INFO | Replicated seq=881717 msg=dedup_multi_881717 (pos=128)
rl-secondary-1  | 2025-12-07 21:21:21,720 | INFO | 192.168.65.1 - - [07/Dec/2025 21:21:21] "POST /replicate HTTP/1.1" 200 -
rl-secondary-1  | 2025-12-07 21:21:21,724 | INFO | Duplicate seq 881717 detected, skipping replication
rl-secondary-1  | 2025-12-07 21:21:21,725 | INFO | 192.168.65.1 - - [07/Dec/2025 21:21:21] "POST /replicate HTTP/1.1" 200 -
rl-secondary-1  | 2025-12-07 21:21:21,728 | INFO | Duplicate seq 881717 detected, skipping replication
rl-secondary-1  | 2025-12-07 21:21:21,728 | INFO | 192.168.65.1 - - [07/Dec/2025 21:21:21] "POST /replicate HTTP/1.1" 200 -
rl-secondary-1  | 2025-12-07 21:21:21,733 | INFO | Duplicate seq 881717 detected, skipping replication
rl-secondary-1  | 2025-12-07 21:21:21,733 | INFO | 192.168.65.1 - - [07/Dec/2025 21:21:21] "POST /replicate HTTP/1.1" 200 -
rl-secondary-1  | 2025-12-07 21:21:21,736 | INFO | 192.168.65.1 - - [07/Dec/2025 21:21:21] "GET /messages HTTP/1.1" 200 -
rl-secondary-1  | 2025-12-07 21:21:21,741 | INFO | Replicated seq=781739 msg=order_781739_0 (pos=127)
rl-secondary-1  | 2025-12-07 21:21:21,741 | INFO | 192.168.65.1 - - [07/Dec/2025 21:21:21] "POST /replicate HTTP/1.1" 200 -
rl-secondary-1  | 2025-12-07 21:21:21,744 | INFO | Replicated seq=781740 msg=order_781739_1 (pos=128)
rl-secondary-1  | 2025-12-07 21:21:21,744 | INFO | 192.168.65.1 - - [07/Dec/2025 21:21:21] "POST /replicate HTTP/1.1" 200 -
rl-secondary-1  | 2025-12-07 21:21:21,747 | INFO | Replicated seq=781741 msg=order_781739_2 (pos=129)
rl-secondary-1  | 2025-12-07 21:21:21,747 | INFO | 192.168.65.1 - - [07/Dec/2025 21:21:21] "POST /replicate HTTP/1.1" 200 -
rl-secondary-1  | 2025-12-07 21:21:21,751 | INFO | 192.168.65.1 - - [07/Dec/2025 21:21:21] "GET /messages HTTP/1.1" 200 -
rl-secondary-1  | 2025-12-07 21:21:21,754 | INFO | Duplicate seq 781740 detected, skipping replication
rl-secondary-1  | 2025-12-07 21:21:21,754 | INFO | 192.168.65.1 - - [07/Dec/2025 21:21:21] "POST /replicate HTTP/1.1" 200 -
rl-secondary-1  | 2025-12-07 21:21:21,757 | INFO | 192.168.65.1 - - [07/Dec/2025 21:21:21] "GET /messages HTTP/1.1" 200 -
rl-secondary-1  | 2025-12-07 21:21:21,765 | INFO | Replicated seq=125 msg=ord_1765142481759_1 (pos=124)
rl-secondary-1  | 2025-12-07 21:21:21,765 | INFO | 172.18.0.4 - - [07/Dec/2025 21:21:21] "POST /replicate HTTP/1.1" 200 -
rl-secondary-1  | 2025-12-07 21:21:21,972 | INFO | Replicated seq=126 msg=ord_1765142481759_2 (pos=125)
rl-secondary-1  | 2025-12-07 21:21:21,972 | INFO | 172.18.0.4 - - [07/Dec/2025 21:21:21] "POST /replicate HTTP/1.1" 200 -
rl-secondary-1  | 2025-12-07 21:21:23,706 | INFO | Replicated seq=127 msg=ord_1765142481759_3 (pos=126)
rl-secondary-1  | 2025-12-07 21:21:23,706 | INFO | 172.18.0.4 - - [07/Dec/2025 21:21:23] "POST /replicate HTTP/1.1" 200 -
rl-secondary-1  | 2025-12-07 21:21:23,923 | INFO | Replicated seq=128 msg=ord_1765142481759_4 (pos=127)
rl-secondary-1  | 2025-12-07 21:21:23,923 | INFO | 172.18.0.4 - - [07/Dec/2025 21:21:23] "POST /replicate HTTP/1.1" 200 -
rl-secondary-1  | 2025-12-07 21:21:24,136 | INFO | Replicated seq=129 msg=ord_1765142481759_5 (pos=128)
rl-secondary-1  | 2025-12-07 21:21:24,136 | INFO | 172.18.0.4 - - [07/Dec/2025 21:21:24] "POST /replicate HTTP/1.1" 200 -
rl-secondary-1  | 2025-12-07 21:21:30,869 | INFO | 192.168.65.1 - - [07/Dec/2025 21:21:30] "GET /messages HTTP/1.1" 200 -
rl-secondary-1  | 2025-12-07 21:21:30,885 | INFO | Replicated seq=130 msg=delay_ord_1765142490878_1 (pos=129)
rl-secondary-1  | 2025-12-07 21:21:30,885 | INFO | 172.18.0.4 - - [07/Dec/2025 21:21:30] "POST /replicate HTTP/1.1" 200 -
rl-secondary-1  | 2025-12-07 21:21:31,004 | INFO | Replicated seq=131 msg=delay_ord_1765142490878_2 (pos=130)
rl-secondary-1  | 2025-12-07 21:21:31,005 | INFO | 172.18.0.4 - - [07/Dec/2025 21:21:31] "POST /replicate HTTP/1.1" 200 -
rl-secondary-1  | 2025-12-07 21:21:31,126 | INFO | Replicated seq=132 msg=delay_ord_1765142490878_3 (pos=131)
rl-secondary-1  | 2025-12-07 21:21:31,126 | INFO | 172.18.0.4 - - [07/Dec/2025 21:21:31] "POST /replicate HTTP/1.1" 200 -
rl-secondary-1  | 2025-12-07 21:21:35,248 | INFO | 192.168.65.1 - - [07/Dec/2025 21:21:35] "GET /messages HTTP/1.1" 200 -
rl-secondary-1  | 2025-12-07 21:21:35,262 | INFO | Replicated seq=133 msg=mixed_1765142495256_1 (pos=132)
rl-secondary-1  | 2025-12-07 21:21:35,263 | INFO | 172.18.0.4 - - [07/Dec/2025 21:21:35] "POST /replicate HTTP/1.1" 200 -
rl-secondary-1  | 2025-12-07 21:21:35,475 | INFO | Replicated seq=134 msg=mixed_1765142495256_2 (pos=133)
