rl-secondary-2  |  * Serving Flask app 'app'
rl-secondary-2  |  * Debug mode: off
rl-secondary-2  | 2025-12-07 20:39:52,608 | INFO | [31m[1mWARNING: This is a development server. Do not use it in a production deployment. Use a production WSGI server instead.[0m
rl-secondary-2  | 2025-12-07 20:54:24,720 | INFO | 192.168.65.1 - - [07/Dec/2025 20:54:24] "GET /messages HTTP/1.1" 200 -
rl-secondary-2  | 2025-12-07 20:54:24,753 | INFO | Simulating delay 1500 ms
rl-secondary-2  | 2025-12-07 20:54:24,965 | INFO | Simulating delay 1500 ms
rl-secondary-2  | 2025-12-07 20:54:26,259 | INFO | Replicated seq=58 msg=ord_1765140864753_1 (pos=57)
rl-secondary-2  | 2025-12-07 20:54:26,260 | INFO | 172.18.0.4 - - [07/Dec/2025 20:54:26] "POST /replicate HTTP/1.1" 200 -
rl-secondary-2  | 2025-12-07 20:54:26,469 | INFO | Replicated seq=59 msg=ord_1765140864753_2 (pos=58)
rl-secondary-2  | 2025-12-07 20:54:26,469 | INFO | 172.18.0.4 - - [07/Dec/2025 20:54:26] "POST /replicate HTTP/1.1" 200 -
rl-secondary-2  | 2025-12-07 20:54:26,687 | INFO | Simulating delay 1500 ms
rl-secondary-2  | 2025-12-07 20:54:26,902 | INFO | Simulating delay 1500 ms
rl-secondary-2  | 2025-12-07 20:54:27,116 | INFO | Simulating delay 1500 ms
rl-secondary-2  | 2025-12-07 20:54:28,191 | INFO | Replicated seq=60 msg=ord_1765140864753_3 (pos=59)
rl-secondary-2  | 2025-12-07 20:54:28,192 | INFO | 172.18.0.4 - - [07/Dec/2025 20:54:28] "POST /replicate HTTP/1.1" 200 -
rl-secondary-2  | 2025-12-07 20:54:28,408 | INFO | Replicated seq=61 msg=ord_1765140864753_4 (pos=60)
rl-secondary-2  | 2025-12-07 20:54:28,409 | INFO | 172.18.0.4 - - [07/Dec/2025 20:54:28] "POST /replicate HTTP/1.1" 200 -
rl-secondary-2  | 2025-12-07 20:54:28,621 | INFO | Replicated seq=62 msg=ord_1765140864753_5 (pos=61)
rl-secondary-2  | 2025-12-07 20:54:28,622 | INFO | 172.18.0.4 - - [07/Dec/2025 20:54:28] "POST /replicate HTTP/1.1" 200 -
rl-secondary-2  | 2025-12-07 20:54:33,852 | INFO | 192.168.65.1 - - [07/Dec/2025 20:54:33] "GET /messages HTTP/1.1" 200 -
rl-secondary-2  | 2025-12-07 20:54:33,861 | INFO | Simulating delay 1500 ms
rl-secondary-2  | 2025-12-07 20:54:33,980 | INFO | Simulating delay 1500 ms
rl-secondary-2  | 2025-12-07 20:54:34,098 | INFO | Simulating delay 1500 ms
rl-secondary-2  | 2025-12-07 20:54:35,364 | INFO | Replicated seq=63 msg=delay_ord_1765140873858_1 (pos=62)
rl-secondary-2  | 2025-12-07 20:54:35,365 | INFO | 172.18.0.4 - - [07/Dec/2025 20:54:35] "POST /replicate HTTP/1.1" 200 -
rl-secondary-2  | 2025-12-07 20:54:35,482 | INFO | Replicated seq=64 msg=delay_ord_1765140873858_2 (pos=63)
rl-secondary-2  | 2025-12-07 20:54:35,483 | INFO | 172.18.0.4 - - [07/Dec/2025 20:54:35] "POST /replicate HTTP/1.1" 200 -
rl-secondary-2  | 2025-12-07 20:54:35,602 | INFO | Replicated seq=65 msg=delay_ord_1765140873858_3 (pos=64)
rl-secondary-2  | 2025-12-07 20:54:35,603 | INFO | 172.18.0.4 - - [07/Dec/2025 20:54:35] "POST /replicate HTTP/1.1" 200 -
rl-secondary-2  | 2025-12-07 20:54:38,223 | INFO | 192.168.65.1 - - [07/Dec/2025 20:54:38] "GET /messages HTTP/1.1" 200 -
rl-secondary-2  | 2025-12-07 20:54:38,232 | INFO | Simulating delay 1500 ms
rl-secondary-2  | 2025-12-07 20:54:38,445 | INFO | Simulating delay 1500 ms
rl-secondary-2  | 2025-12-07 20:54:38,662 | INFO | Simulating delay 1500 ms
rl-secondary-2  | 2025-12-07 20:54:39,734 | INFO | Replicated seq=66 msg=mixed_1765140878229_1 (pos=65)
rl-secondary-2  | 2025-12-07 20:54:39,735 | INFO | 172.18.0.4 - - [07/Dec/2025 20:54:39] "POST /replicate HTTP/1.1" 200 -
rl-secondary-2  | 2025-12-07 20:54:39,949 | INFO | Replicated seq=67 msg=mixed_1765140878229_2 (pos=66)
rl-secondary-2  | 2025-12-07 20:54:39,950 | INFO | 172.18.0.4 - - [07/Dec/2025 20:54:39] "POST /replicate HTTP/1.1" 200 -
rl-secondary-2  | 2025-12-07 20:54:40,168 | INFO | Replicated seq=68 msg=mixed_1765140878229_3 (pos=67)
rl-secondary-2  | 2025-12-07 20:54:40,169 | INFO | 172.18.0.4 - - [07/Dec/2025 20:54:40] "POST /replicate HTTP/1.1" 200 -
rl-secondary-2  | 2025-12-07 20:54:40,388 | INFO | Simulating delay 1500 ms
rl-secondary-2  | 2025-12-07 20:54:41,892 | INFO | Replicated seq=69 msg=mixed_1765140878229_4 (pos=68)
rl-secondary-2  | 2025-12-07 20:54:41,893 | INFO | 172.18.0.4 - - [07/Dec/2025 20:54:41] "POST /replicate HTTP/1.1" 200 -
rl-secondary-2  | 2025-12-07 20:54:44,608 | INFO | 192.168.65.1 - - [07/Dec/2025 20:54:44] "GET /messages HTTP/1.1" 200 -
rl-secondary-2  | 2025-12-07 20:54:44,618 | INFO | Simulating delay 1500 ms
rl-secondary-2  | 2025-12-07 20:54:44,731 | INFO | Simulating delay 1500 ms
rl-secondary-2  | 2025-12-07 20:54:44,851 | INFO | Simulating delay 1500 ms
rl-secondary-2  | 2025-12-07 20:54:46,121 | INFO | Replicated seq=70 msg=ooo_1765140884614_1 (pos=69)
rl-secondary-2  | 2025-12-07 20:54:46,122 | INFO | 172.18.0.4 - - [07/Dec/2025 20:54:46] "POST /replicate HTTP/1.1" 200 -
rl-secondary-2  | 2025-12-07 20:54:46,235 | INFO | Replicated seq=71 msg=ooo_1765140884614_2 (pos=70)
rl-secondary-2  | 2025-12-07 20:54:46,236 | INFO | 172.18.0.4 - - [07/Dec/2025 20:54:46] "POST /replicate HTTP/1.1" 200 -
rl-secondary-2  | 2025-12-07 20:54:46,355 | INFO | Replicated seq=72 msg=ooo_1765140884614_3 (pos=71)
rl-secondary-2  | 2025-12-07 20:54:46,356 | INFO | 172.18.0.4 - - [07/Dec/2025 20:54:46] "POST /replicate HTTP/1.1" 200 -
rl-secondary-2  | 2025-12-07 20:54:48,975 | INFO | 192.168.65.1 - - [07/Dec/2025 20:54:48] "GET /messages HTTP/1.1" 200 -
rl-secondary-2  |  * Serving Flask app 'app'
rl-secondary-2  |  * Debug mode: off
rl-secondary-2  | 2025-12-07 20:54:52,519 | INFO | [31m[1mWARNING: This is a development server. Do not use it in a production deployment. Use a production WSGI server instead.[0m
rl-secondary-2  |  * Running on all addresses (0.0.0.0)
rl-secondary-2  |  * Running on http://127.0.0.1:8001
rl-secondary-2  |  * Running on http://172.18.0.3:8001
rl-secondary-2  | 2025-12-07 20:54:52,519 | INFO | [33mPress CTRL+C to quit[0m
rl-secondary-2  |  * Serving Flask app 'app'
rl-secondary-2  |  * Debug mode: off
rl-secondary-2  | 2025-12-07 20:54:57,980 | INFO | [31m[1mWARNING: This is a development server. Do not use it in a production deployment. Use a production WSGI server instead.[0m
rl-secondary-2  |  * Running on all addresses (0.0.0.0)
rl-secondary-2  |  * Running on http://127.0.0.1:8001
rl-secondary-2  |  * Running on http://172.18.0.3:8001
rl-secondary-2  | 2025-12-07 20:54:57,980 | INFO | [33mPress CTRL+C to quit[0m
rl-secondary-2  | 2025-12-07 20:54:59,952 | INFO | Simulating delay 1500 ms
rl-secondary-2  | 2025-12-07 20:54:59,961 | INFO | Simulating delay 1500 ms
rl-secondary-2  | 2025-12-07 20:54:59,980 | INFO | Simulating delay 1500 ms
rl-secondary-2  | 2025-12-07 20:54:59,984 | INFO | Simulating delay 1500 ms
rl-secondary-2  | 2025-12-07 20:54:59,991 | INFO | Simulating delay 1500 ms
rl-secondary-2  | 2025-12-07 20:54:59,993 | INFO | Simulating delay 1500 ms
rl-secondary-2  | 2025-12-07 20:54:59,994 | INFO | Simulating delay 1500 ms
rl-secondary-2  | 2025-12-07 20:54:59,995 | INFO | Simulating delay 1500 ms
rl-secondary-2  | 2025-12-07 20:54:59,995 | INFO | Simulating delay 1500 ms
rl-secondary-2  | 2025-12-07 20:54:59,996 | INFO | Simulating delay 1500 ms
rl-secondary-2  | 2025-12-07 20:54:59,997 | INFO | Simulating delay 1500 ms
rl-secondary-2  | 2025-12-07 20:54:59,998 | INFO | Simulating delay 1500 ms
rl-secondary-2  | 2025-12-07 20:55:01,457 | INFO | Replicated seq=75 msg=timing_w1_1765140899941 (pos=0)
rl-secondary-2  | 2025-12-07 20:55:01,458 | INFO | 172.18.0.4 - - [07/Dec/2025 20:55:01] "POST /replicate HTTP/1.1" 200 -
rl-secondary-2  | 2025-12-07 20:55:01,462 | INFO | Replicated seq=76 msg=timing_w2_1765140899955 (pos=1)
rl-secondary-2  | 2025-12-07 20:55:01,462 | INFO | 172.18.0.4 - - [07/Dec/2025 20:55:01] "POST /replicate HTTP/1.1" 200 -
rl-secondary-2  | 2025-12-07 20:55:01,482 | INFO | Replicated seq=77 msg=concurrent_1765140899966_1 (pos=2)
rl-secondary-2  | 2025-12-07 20:55:01,482 | INFO | 172.18.0.4 - - [07/Dec/2025 20:55:01] "POST /replicate HTTP/1.1" 200 -
rl-secondary-2  | 2025-12-07 20:55:01,485 | INFO | Replicated seq=78 msg=concurrent_1765140899966_2 (pos=3)
rl-secondary-2  | 2025-12-07 20:55:01,485 | INFO | 172.18.0.4 - - [07/Dec/2025 20:55:01] "POST /replicate HTTP/1.1" 200 -
rl-secondary-2  | 2025-12-07 20:55:01,493 | INFO | Replicated seq=79 msg=concurrent_1765140899966_0 (pos=4)
rl-secondary-2  | 2025-12-07 20:55:01,493 | INFO | 172.18.0.4 - - [07/Dec/2025 20:55:01] "POST /replicate HTTP/1.1" 200 -
rl-secondary-2  | 2025-12-07 20:55:01,495 | INFO | Replicated seq=84 msg=concurrent_1765140899966_6 (pos=5)
rl-secondary-2  | 2025-12-07 20:55:01,495 | INFO | 172.18.0.4 - - [07/Dec/2025 20:55:01] "POST /replicate HTTP/1.1" 200 -
rl-secondary-2  | 2025-12-07 20:55:01,495 | INFO | Replicated seq=83 msg=concurrent_1765140899966_8 (pos=5)
rl-secondary-2  | 2025-12-07 20:55:01,495 | INFO | 172.18.0.4 - - [07/Dec/2025 20:55:01] "POST /replicate HTTP/1.1" 200 -
rl-secondary-2  | 2025-12-07 20:55:01,496 | INFO | Replicated seq=86 msg=concurrent_1765140899966_9 (pos=7)
rl-secondary-2  | 2025-12-07 20:55:01,496 | INFO | 172.18.0.4 - - [07/Dec/2025 20:55:01] "POST /replicate HTTP/1.1" 200 -
rl-secondary-2  | 2025-12-07 20:55:01,497 | INFO | Replicated seq=80 msg=concurrent_1765140899966_3 (pos=5)
rl-secondary-2  | 2025-12-07 20:55:01,498 | INFO | 172.18.0.4 - - [07/Dec/2025 20:55:01] "POST /replicate HTTP/1.1" 200 -
rl-secondary-2  | 2025-12-07 20:55:01,498 | INFO | Replicated seq=81 msg=concurrent_1765140899966_4 (pos=6)
rl-secondary-2  | 2025-12-07 20:55:01,498 | INFO | 172.18.0.4 - - [07/Dec/2025 20:55:01] "POST /replicate HTTP/1.1" 200 -
rl-secondary-2  | 2025-12-07 20:55:01,499 | INFO | Replicated seq=85 msg=concurrent_1765140899966_7 (pos=9)
rl-secondary-2  | 2025-12-07 20:55:01,499 | INFO | 172.18.0.4 - - [07/Dec/2025 20:55:01] "POST /replicate HTTP/1.1" 200 -
rl-secondary-2  | 2025-12-07 20:55:01,499 | INFO | Replicated seq=82 msg=concurrent_1765140899966_5 (pos=7)
rl-secondary-2  | 2025-12-07 20:55:01,499 | INFO | 172.18.0.4 - - [07/Dec/2025 20:55:01] "POST /replicate HTTP/1.1" 200 -
rl-secondary-2  | 2025-12-07 20:55:04,023 | INFO | 192.168.65.1 - - [07/Dec/2025 20:55:04] "GET /messages HTTP/1.1" 200 -
rl-secondary-2  | 2025-12-07 20:55:25,783 | INFO | Simulating delay 1500 ms
rl-secondary-2  | 2025-12-07 20:55:25,788 | INFO | Simulating delay 1500 ms
rl-secondary-2  | 2025-12-07 20:55:25,794 | INFO | Simulating delay 1500 ms
rl-secondary-2  | 2025-12-07 20:55:25,800 | INFO | 192.168.65.1 - - [07/Dec/2025 20:55:25] "GET /health HTTP/1.1" 200 -
rl-secondary-2  | 2025-12-07 20:55:25,803 | INFO | 192.168.65.1 - - [07/Dec/2025 20:55:25] "GET /messages HTTP/1.1" 200 -
rl-secondary-2  | 2025-12-07 20:55:27,287 | INFO | Replicated seq=87 msg=w1_test (pos=12)
rl-secondary-2  | 2025-12-07 20:55:27,288 | INFO | 172.18.0.4 - - [07/Dec/2025 20:55:27] "POST /replicate HTTP/1.1" 200 -
rl-secondary-2  | 2025-12-07 20:55:27,289 | INFO | Replicated seq=88 msg=w2_test (pos=13)
rl-secondary-2  | 2025-12-07 20:55:27,290 | INFO | 172.18.0.4 - - [07/Dec/2025 20:55:27] "POST /replicate HTTP/1.1" 200 -
rl-secondary-2  | 2025-12-07 20:55:27,295 | INFO | Replicated seq=89 msg=eventual_test_1765140925791 (pos=14)
rl-secondary-2  | 2025-12-07 20:55:27,296 | INFO | 172.18.0.4 - - [07/Dec/2025 20:55:27] "POST /replicate HTTP/1.1" 200 -
rl-secondary-2  | 2025-12-07 20:55:27,824 | INFO | 192.168.65.1 - - [07/Dec/2025 20:55:27] "GET /messages HTTP/1.1" 200 -
rl-secondary-2  | 2025-12-07 21:20:24,974 | INFO | 192.168.65.1 - - [07/Dec/2025 21:20:24] "GET /health HTTP/1.1" 200 -
rl-secondary-2  | 2025-12-07 21:20:25,001 | INFO | 192.168.65.1 - - [07/Dec/2025 21:20:25] "GET /messages HTTP/1.1" 200 -
rl-secondary-2  | 2025-12-07 21:20:26,031 | INFO | Simulating delay 1500 ms
rl-secondary-2  | 2025-12-07 21:20:27,534 | INFO | Replicated seq=90 msg=default_w (pos=15)
rl-secondary-2  | 2025-12-07 21:20:27,536 | INFO | 172.18.0.4 - - [07/Dec/2025 21:20:27] "POST /replicate HTTP/1.1" 200 -
rl-secondary-2  | 2025-12-07 21:20:27,601 | INFO | 192.168.65.1 - - [07/Dec/2025 21:20:27] "GET /messages HTTP/1.1" 200 -
rl-secondary-2  | 2025-12-07 21:20:27,619 | INFO | Simulating delay 1500 ms
rl-secondary-2  | 2025-12-07 21:20:27,725 | INFO | 192.168.65.1 - - [07/Dec/2025 21:20:27] "GET /messages HTTP/1.1" 200 -
rl-secondary-2  | 2025-12-07 21:20:29,124 | INFO | Replicated seq=91 msg=w1_test (pos=16)
rl-secondary-2  | 2025-12-07 21:20:29,125 | INFO | 172.18.0.4 - - [07/Dec/2025 21:20:29] "POST /replicate HTTP/1.1" 200 -
rl-secondary-2  | 2025-12-07 21:20:30,763 | INFO | 192.168.65.1 - - [07/Dec/2025 21:20:30] "GET /messages HTTP/1.1" 200 -
rl-secondary-2  | 2025-12-07 21:20:30,777 | INFO | Simulating delay 1500 ms
rl-secondary-2  | 2025-12-07 21:20:30,864 | INFO | Simulating delay 1500 ms
rl-secondary-2  | 2025-12-07 21:20:30,873 | INFO | Simulating delay 1500 ms
rl-secondary-2  | 2025-12-07 21:20:30,883 | INFO | Simulating delay 1500 ms
rl-secondary-2  | 2025-12-07 21:20:31,437 | INFO | 192.168.65.1 - - [07/Dec/2025 21:20:31] "GET /messages HTTP/1.1" 200 -
rl-secondary-2  | 2025-12-07 21:20:32,280 | INFO | Replicated seq=92 msg=w2_test (pos=17)
rl-secondary-2  | 2025-12-07 21:20:32,280 | INFO | 172.18.0.4 - - [07/Dec/2025 21:20:32] "POST /replicate HTTP/1.1" 200 -
rl-secondary-2  | 2025-12-07 21:20:32,369 | INFO | Replicated seq=93 msg=e1 (pos=18)
rl-secondary-2  | 2025-12-07 21:20:32,370 | INFO | 172.18.0.4 - - [07/Dec/2025 21:20:32] "POST /replicate HTTP/1.1" 200 -
rl-secondary-2  | 2025-12-07 21:20:32,374 | INFO | Replicated seq=94 msg=e2 (pos=19)
rl-secondary-2  | 2025-12-07 21:20:32,375 | INFO | 172.18.0.4 - - [07/Dec/2025 21:20:32] "POST /replicate HTTP/1.1" 200 -
rl-secondary-2  | 2025-12-07 21:20:32,385 | INFO | Replicated seq=95 msg=e3 (pos=20)
rl-secondary-2  | 2025-12-07 21:20:32,386 | INFO | 172.18.0.4 - - [07/Dec/2025 21:20:32] "POST /replicate HTTP/1.1" 200 -
rl-secondary-2  | 2025-12-07 21:20:34,487 | INFO | 192.168.65.1 - - [07/Dec/2025 21:20:34] "GET /messages HTTP/1.1" 200 -
rl-secondary-2  | 2025-12-07 21:20:34,500 | INFO | Simulating delay 1500 ms
rl-secondary-2  | 2025-12-07 21:20:34,834 | INFO | Simulating delay 1500 ms
rl-secondary-2  | 2025-12-07 21:20:35,172 | INFO | Simulating delay 1500 ms
rl-secondary-2  | 2025-12-07 21:20:36,002 | INFO | Replicated seq=96 msg=mix1 (pos=21)
rl-secondary-2  | 2025-12-07 21:20:36,003 | INFO | 172.18.0.4 - - [07/Dec/2025 21:20:36] "POST /replicate HTTP/1.1" 200 -
rl-secondary-2  | 2025-12-07 21:20:36,337 | INFO | Replicated seq=97 msg=mix2 (pos=22)
rl-secondary-2  | 2025-12-07 21:20:36,339 | INFO | 172.18.0.4 - - [07/Dec/2025 21:20:36] "POST /replicate HTTP/1.1" 200 -
rl-secondary-2  | 2025-12-07 21:20:36,677 | INFO | Replicated seq=98 msg=mix3 (pos=23)
rl-secondary-2  | 2025-12-07 21:20:36,678 | INFO | 172.18.0.4 - - [07/Dec/2025 21:20:36] "POST /replicate HTTP/1.1" 200 -
rl-secondary-2  | 2025-12-07 21:20:40,739 | INFO | 192.168.65.1 - - [07/Dec/2025 21:20:40] "GET /messages HTTP/1.1" 200 -
rl-secondary-2  | 2025-12-07 21:20:40,754 | INFO | Simulating delay 1500 ms
rl-secondary-2  | 2025-12-07 21:20:42,260 | INFO | Replicated seq=99 msg=dup_test (pos=24)
rl-secondary-2  | 2025-12-07 21:20:42,261 | INFO | 172.18.0.4 - - [07/Dec/2025 21:20:42] "POST /replicate HTTP/1.1" 200 -
rl-secondary-2  | 2025-12-07 21:20:42,311 | INFO | Simulating delay 1500 ms
rl-secondary-2  | 2025-12-07 21:20:42,541 | INFO | Simulating delay 1500 ms
rl-secondary-2  | 2025-12-07 21:20:43,817 | INFO | Replicated seq=100 msg=ord1 (pos=25)
rl-secondary-2  | 2025-12-07 21:20:43,818 | INFO | 172.18.0.4 - - [07/Dec/2025 21:20:43] "POST /replicate HTTP/1.1" 200 -
rl-secondary-2  | 2025-12-07 21:20:44,046 | INFO | Replicated seq=101 msg=ord2 (pos=26)
rl-secondary-2  | 2025-12-07 21:20:44,047 | INFO | 172.18.0.4 - - [07/Dec/2025 21:20:44] "POST /replicate HTTP/1.1" 200 -
rl-secondary-2  | 2025-12-07 21:20:44,288 | INFO | Simulating delay 1500 ms
rl-secondary-2  | 2025-12-07 21:20:44,525 | INFO | Simulating delay 1500 ms
rl-secondary-2  | 2025-12-07 21:20:44,760 | INFO | Simulating delay 1500 ms
rl-secondary-2  | 2025-12-07 21:20:45,793 | INFO | Replicated seq=102 msg=ord3 (pos=27)
rl-secondary-2  | 2025-12-07 21:20:45,794 | INFO | 172.18.0.4 - - [07/Dec/2025 21:20:45] "POST /replicate HTTP/1.1" 200 -
rl-secondary-2  | 2025-12-07 21:20:46,026 | INFO | Replicated seq=103 msg=ord4 (pos=28)
rl-secondary-2  | 2025-12-07 21:20:46,027 | INFO | 172.18.0.4 - - [07/Dec/2025 21:20:46] "POST /replicate HTTP/1.1" 200 -
rl-secondary-2  | 2025-12-07 21:20:46,266 | INFO | Replicated seq=104 msg=ord5 (pos=29)
rl-secondary-2  | 2025-12-07 21:20:46,267 | INFO | 172.18.0.4 - - [07/Dec/2025 21:20:46] "POST /replicate HTTP/1.1" 200 -
rl-secondary-2  | 2025-12-07 21:20:51,330 | INFO | 192.168.65.1 - - [07/Dec/2025 21:20:51] "GET /messages HTTP/1.1" 200 -
rl-secondary-2  | 2025-12-07 21:20:51,376 | INFO | Simulating delay 1500 ms
rl-secondary-2  | 2025-12-07 21:20:51,399 | INFO | Simulating delay 1500 ms
rl-secondary-2  | 2025-12-07 21:20:52,052 | INFO | Simulating delay 1500 ms
rl-secondary-2  | 2025-12-07 21:20:52,881 | INFO | Replicated seq=105 msg=w1_timing_verify (pos=30)
rl-secondary-2  | 2025-12-07 21:20:52,882 | INFO | 172.18.0.4 - - [07/Dec/2025 21:20:52] "POST /replicate HTTP/1.1" 200 -
rl-secondary-2  | 2025-12-07 21:20:52,900 | INFO | Replicated seq=106 msg=w2_timing_verify (pos=31)
rl-secondary-2  | 2025-12-07 21:20:52,901 | INFO | 172.18.0.4 - - [07/Dec/2025 21:20:52] "POST /replicate HTTP/1.1" 200 -
rl-secondary-2  | 2025-12-07 21:20:53,553 | INFO | Replicated seq=107 msg=default_w_1765142452041 (pos=32)
rl-secondary-2  | 2025-12-07 21:20:53,553 | INFO | 172.18.0.4 - - [07/Dec/2025 21:20:53] "POST /replicate HTTP/1.1" 200 -
rl-secondary-2  | 2025-12-07 21:20:54,576 | INFO | 192.168.65.1 - - [07/Dec/2025 21:20:54] "GET /messages HTTP/1.1" 200 -
rl-secondary-2  | 2025-12-07 21:20:54,585 | INFO | Simulating delay 1500 ms
rl-secondary-2  | 2025-12-07 21:20:54,594 | INFO | Simulating delay 1500 ms
rl-secondary-2  | 2025-12-07 21:20:54,602 | INFO | Simulating delay 1500 ms
rl-secondary-2  | 2025-12-07 21:20:56,090 | INFO | Replicated seq=108 msg=w1_fast_1765142454578 (pos=33)
rl-secondary-2  | 2025-12-07 21:20:56,091 | INFO | 172.18.0.4 - - [07/Dec/2025 21:20:56] "POST /replicate HTTP/1.1" 200 -
rl-secondary-2  | 2025-12-07 21:20:56,096 | INFO | Replicated seq=109 msg=w2_1765142454589 (pos=34)
rl-secondary-2  | 2025-12-07 21:20:56,096 | INFO | 172.18.0.4 - - [07/Dec/2025 21:20:56] "POST /replicate HTTP/1.1" 200 -
rl-secondary-2  | 2025-12-07 21:20:56,105 | INFO | Replicated seq=110 msg=w3_1765142454597 (pos=35)
rl-secondary-2  | 2025-12-07 21:20:56,106 | INFO | 172.18.0.4 - - [07/Dec/2025 21:20:56] "POST /replicate HTTP/1.1" 200 -
rl-secondary-2  | 2025-12-07 21:20:56,121 | INFO | Simulating delay 1500 ms
rl-secondary-2  | 2025-12-07 21:20:57,623 | INFO | Replicated seq=111 msg=w_max_1765142456112 (pos=36)
rl-secondary-2  | 2025-12-07 21:20:57,624 | INFO | 172.18.0.4 - - [07/Dec/2025 21:20:57] "POST /replicate HTTP/1.1" 200 -
rl-secondary-2  | 2025-12-07 21:20:59,653 | INFO | 192.168.65.1 - - [07/Dec/2025 21:20:59] "GET /messages HTTP/1.1" 200 -
rl-secondary-2  | 2025-12-07 21:20:59,661 | INFO | Simulating delay 1500 ms
rl-secondary-2  | 2025-12-07 21:20:59,670 | INFO | Simulating delay 1500 ms
rl-secondary-2  | 2025-12-07 21:20:59,678 | INFO | Simulating delay 1500 ms
rl-secondary-2  | 2025-12-07 21:20:59,805 | INFO | Simulating delay 1500 ms
rl-secondary-2  | 2025-12-07 21:20:59,922 | INFO | Simulating delay 1500 ms
rl-secondary-2  | 2025-12-07 21:21:00,542 | INFO | 192.168.65.1 - - [07/Dec/2025 21:21:00] "GET /messages HTTP/1.1" 200 -
rl-secondary-2  | 2025-12-07 21:21:01,167 | INFO | Replicated seq=112 msg=w1_no_acks_1765142459655 (pos=37)
rl-secondary-2  | 2025-12-07 21:21:01,168 | INFO | 172.18.0.4 - - [07/Dec/2025 21:21:01] "POST /replicate HTTP/1.1" 200 -
rl-secondary-2  | 2025-12-07 21:21:01,171 | INFO | Replicated seq=113 msg=w2_one_ack_1765142459666 (pos=38)
rl-secondary-2  | 2025-12-07 21:21:01,172 | INFO | 172.18.0.4 - - [07/Dec/2025 21:21:01] "POST /replicate HTTP/1.1" 200 -
rl-secondary-2  | 2025-12-07 21:21:01,178 | INFO | Replicated seq=114 msg=ev1_1765142459673_0 (pos=39)
rl-secondary-2  | 2025-12-07 21:21:01,179 | INFO | 172.18.0.4 - - [07/Dec/2025 21:21:01] "POST /replicate HTTP/1.1" 200 -
rl-secondary-2  | 2025-12-07 21:21:01,311 | INFO | Replicated seq=115 msg=ev1_1765142459673_1 (pos=40)
rl-secondary-2  | 2025-12-07 21:21:01,312 | INFO | 172.18.0.4 - - [07/Dec/2025 21:21:01] "POST /replicate HTTP/1.1" 200 -
rl-secondary-2  | 2025-12-07 21:21:01,425 | INFO | Replicated seq=116 msg=ev1_1765142459673_2 (pos=41)
rl-secondary-2  | 2025-12-07 21:21:01,425 | INFO | 172.18.0.4 - - [07/Dec/2025 21:21:01] "POST /replicate HTTP/1.1" 200 -
rl-secondary-2  | 2025-12-07 21:21:04,570 | INFO | 192.168.65.1 - - [07/Dec/2025 21:21:04] "GET /messages HTTP/1.1" 200 -
rl-secondary-2  | 2025-12-07 21:21:04,581 | INFO | Simulating delay 1500 ms
rl-secondary-2  | 2025-12-07 21:21:04,896 | INFO | Simulating delay 1500 ms
rl-secondary-2  | 2025-12-07 21:21:05,217 | INFO | Simulating delay 1500 ms
rl-secondary-2  | 2025-12-07 21:21:06,083 | INFO | Replicated seq=117 msg=mix_1765142464574_1 (pos=42)
rl-secondary-2  | 2025-12-07 21:21:06,084 | INFO | 172.18.0.4 - - [07/Dec/2025 21:21:06] "POST /replicate HTTP/1.1" 200 -
rl-secondary-2  | 2025-12-07 21:21:06,402 | INFO | Replicated seq=118 msg=mix_1765142464574_2 (pos=43)
rl-secondary-2  | 2025-12-07 21:21:06,403 | INFO | 172.18.0.4 - - [07/Dec/2025 21:21:06] "POST /replicate HTTP/1.1" 200 -
rl-secondary-2  | 2025-12-07 21:21:06,722 | INFO | Replicated seq=119 msg=mix_1765142464574_3 (pos=44)
rl-secondary-2  | 2025-12-07 21:21:06,724 | INFO | 172.18.0.4 - - [07/Dec/2025 21:21:06] "POST /replicate HTTP/1.1" 200 -
rl-secondary-2  | 2025-12-07 21:21:10,757 | INFO | 192.168.65.1 - - [07/Dec/2025 21:21:10] "GET /messages HTTP/1.1" 200 -
rl-secondary-2  | 2025-12-07 21:21:10,767 | INFO | Simulating delay 1500 ms
rl-secondary-2  | 2025-12-07 21:21:10,776 | INFO | 192.168.65.1 - - [07/Dec/2025 21:21:10] "GET /messages HTTP/1.1" 200 -
rl-secondary-2  | 2025-12-07 21:21:12,270 | INFO | Replicated seq=120 msg=temp_diff_1765142470760 (pos=45)
rl-secondary-2  | 2025-12-07 21:21:12,271 | INFO | 172.18.0.4 - - [07/Dec/2025 21:21:12] "POST /replicate HTTP/1.1" 200 -
rl-secondary-2  | 2025-12-07 21:21:14,793 | INFO | 192.168.65.1 - - [07/Dec/2025 21:21:14] "GET /messages HTTP/1.1" 200 -
rl-secondary-2  | 2025-12-07 21:21:14,801 | INFO | Simulating delay 1500 ms
rl-secondary-2  | 2025-12-07 21:21:14,917 | INFO | Simulating delay 1500 ms
rl-secondary-2  | 2025-12-07 21:21:15,036 | INFO | Simulating delay 1500 ms
rl-secondary-2  | 2025-12-07 21:21:16,303 | INFO | Replicated seq=121 msg=delayed_1765142474796_0 (pos=46)
rl-secondary-2  | 2025-12-07 21:21:16,304 | INFO | 172.18.0.4 - - [07/Dec/2025 21:21:16] "POST /replicate HTTP/1.1" 200 -
